Text
"b'""The condition of the prime minister has worsened and, on the advice of his medical team, he has been moved to the\xe2\x80\xa6 https://t.co/eJiq2IvvHY'"
"b""New York's Bronx zoo tiger tests positive for #coronavirus\n\nhttps://t.co/DdLjzXNuzt https://t.co/UAk4y4gukp"""
"b'""Faithfully"" completed duties, says US intelligence official fired by Trump\n\nhttps://t.co/kt1GxJkXBi https://t.co/gexsopxdPS'"
b'UK Prime Minister Boris Johnson taken to intensive care unit for COVID-19 treatment https://t.co/XKjbsgRGlu'
"b'700 New COVID-19 Cases In 24 Hours, Deaths Cross 100: 10 Points https://t.co/yuz4uStee9 #NDTVNewsBeeps #Coronavirus\xe2\x80\xa6 https://t.co/q1k1uQqaZO'"
"b'Another Doctor, 11 Nurses Test Coronavirus+ At Locked Down Delhi Hospital https://t.co/bEInDI0T3j #NDTVNewsBeeps\xe2\x80\xa6 https://t.co/DZAaiEFI1p'"
"b'""Hang in there, Prime Minister Boris Johnson! Hope to see you out of hospital and in perfect health very soon"": PM\xe2\x80\xa6 https://t.co/7Gx3DqvOHw'"
"b'Delhi lab chain offers ""drive through"" #coronavirus test https://t.co/WmOMR4xA7E\n\n#COVID19 #CoronavirusIndia https://t.co/bRqJ9PZwy2'"
b'New Wave Of Virus Infections In China With Sharp Rise In Imported Cases https://t.co/hUIsjuLKZo #NDTVNewsBeeps\xe2\x80\xa6 https://t.co/2s3xBgGoIq'
"b'Assam considering ""entry passes"" to regulate influx after lockdown ends https://t.co/Yn77SsZGlY\xe2\x80\xa6 https://t.co/yhS0EUDDbf'"
"b'After Trump call, Health Ministry questions malaria drug use for #COVID19 https://t.co/2pM2bT7w5D https://t.co/fFTKVS6XVV'"
"b'Another doctor, 11 nurses test #coronavirus positive at locked down Delhi hospital https://t.co/bEInDIitUR https://t.co/Qygxy4qgmW'"
"b'Odisha Maoists announce ""ceasefire"", request #COVID19 aid for villagers https://t.co/PuSGnuTR7P https://t.co/s3L7fhVah4'"
b'RT @Sports_NDTV: #SonHeungmin returned to Asia recently after the #PremierLeague was postponed because of the coronavirus and is in a two-w\xe2\x80\xa6'
