Text
b'Kirti Kulhari recalls how she rushed to be with her parents in Chandigarh amid COVID-19 https://t.co/WLriGzn66U'
"b""Chris Hemsworth has a special message for Indian fans; reveals 'Extraction' trailer date https://t.co/loC1q49Xrd"""
"b""What happened to Joe Exotic? Why is the 'Tiger King' Joe Exotic in jail? https://t.co/w4PfLD5FsU"""
b'Navdeep Saini comes up with a unique technique in his workout video amid COVID-19 outbreak https://t.co/jtCIy4123l'
"b""Viral video shows man's creative tennis style, impressed netizens call it 'new Wimbledon' https://t.co/tWvQlPtAx2"""
b'Conor McGregor made his UFC debut with a spectacular KO win 7 years ago today: Watch #UFC #ConorMcGregor https://t.co/70GnwX6Mzt'
b'Rujuta Diwekar showcases different chair exercises to try at home amid lockdown; Watch https://t.co/Foce8oBvgv'
b'Virat Kohli: Top 5 noble causes the Indian captain supports till date #ViratKohli #RCB #IPL2020 #Cricketnews https://t.co/YGtBBboUCl'
"b'Shahid Afridi trolls Andrew Symonds after hitting massive six in 2005 ODI, watch video #ShahidAfridi #AndrewSymonds https://t.co/JxxumqJIpy'"
"b""Donald Trump calls Queen Elizabeth 'wonderful woman' after her televised address https://t.co/WtjpvKaPAM"""
b'NBA 2K20: Belgium teammates Romelu Lukaku and Thibaut Courtois battle it out #NBA2K20 https://t.co/GrYQDwfYTd'
b'Video: Lion roams freely in Gir as humans stay home amid COVID-19 lockdown https://t.co/u5uJViKsVZ'
"b""Ashish Nehra recollects MS Dhoni's 148 against Pak; says 'It was like MS had tasted blood' https://t.co/hsqieX9orL"""
b'#OTD: Ronaldinho scores incredible overhead goal for Barcelona: Watch #Ronaldinho #Barcelona https://t.co/OsnVZ7E94R'
b'Brock Lesnar vs Drew McIntyre: Rick Pitino wins bet with son on WrestleMania 36 match #WWE #WrestleMania36 https://t.co/vWluRZVpin'
"b""Liverpool face furlough fury after financial decision draws fans' ire on social media #LFC #PL #CoronavirusUK https://t.co/DD40uEmNZA"""
b'Joe Root putts six balls in a row while practising garden golf at home; watch video #England #ChippingChallenge\xe2\x80\xa6 https://t.co/ejQuT1oMTV'
"b'After complaints pour in about Podar Hospital, Aaditya Thackeray steps in to defuse crisis https://t.co/cZIeHhB4aC'"
b'Wayne Rooney says Premier League players face no-win situation in wage debate #CoronavirusUK #PL #DCFC #WayneRooney https://t.co/FxSute7EFG'
b'Xavi claims Lionel Messi is a step above Cristiano Ronaldo and Ronaldinho #Xavi #LionelMessi #CristianoRonaldo https://t.co/xKWXqCVrax'
"b'#WWERAW live streaming details, preview, predicted results after #WrestleMania36 #WWE https://t.co/WudQhBn6KC'"
"b""Sonam Kapoor and Ashoke Pandit engage in a war of words on Twitter over 'Cracker-bursting' https://t.co/wL3Jmao2BG"""
"b""Congress welcomes Centre's '30% salary cut for MPs'; but adds 'scrap Central Vista too' https://t.co/LidsqRsS1v"""
"b'COVID-19: 693 new cases, 30 deaths in last 24 hours; 63% mortality rate in 60+ age group https://t.co/SdNOSjVSED'"
"b""Watch: Salman Khan says, 'Three weeks since I saw my father, COVID has scared us all' https://t.co/alyv7EqD0r"""
b'Former UK PM Tony Blair worries about economy due to COVID-19 lockdown https://t.co/gDg2ZenPto'
b'Asha Bhosle urges netizens to contribute \xe2\x82\xb9100 each to the PM-CARES Fund https://t.co/dpHXpyWVWB'
b'Kamal Haasan pens open letter to PM Modi; criticises the nation-wide Lockdown https://t.co/TLhcgOPfuw'
b'#Bangladesh cricket to suffer denting \xe2\x82\xb936 crore loss if ICC T20 WC is cancelled: Report #Cricketnews #T20WorldCup\xe2\x80\xa6 https://t.co/ky3gr7NxU3'
b'Zoa Morani on sister Shaza getting COVID-19: It was shocking as I showed more symptoms https://t.co/fbfx6SZ7vP'
"b""Kajol shares 'tips on how to stay sane' during Coronavirus lockdown; Read here https://t.co/QVxjP38bhL"""
"b""Here's Irrfan Khan-Kareena Kapoor's combined Net Worth as 'Angrezi Medium' premiers online https://t.co/Y7TCvQ6Dff"""
"b""Dinesh Karthik plays KKR captain's knock of 97* vs RR in Kolkata in IPL 2019; watch video #IPL #KKR #Cricketnews https://t.co/oC3vQcEIpg"""
b'Assam govt to file cases against Markaz cases who have tested positive for Coronavirus https://t.co/4sA7vmCE3S'
b'Good News: UK woman cooks 80 meals a day for needy amid COVID-19 lockdown https://t.co/52OXv7yAnM'
"b""BIG: MPs, Cabinet Ministers' salaries cut by 30% for one year; President, VP, Governors volunteer too https://t.co/JmNjbze8yh"""
"b""'Ever seen Diya of forests?': IFS officer shares amazing video of fireflies https://t.co/g9zHAMvkJU"""
b'Nick Kyrgios wins hearts on Instagram for another noble gesture towards Australian people #coronaviruspandemic\xe2\x80\xa6 https://t.co/zZuhzWBAIZ'
b'COVID-19: Innovative foot-operated washbasins encourage social distancing https://t.co/nCz5ZPtZlr'
b'Ricky Ponting draws cheeky reactions on Twitter for posting special memorabilia picture #Ponting #Cricketnews\xe2\x80\xa6 https://t.co/wBjkhM28Mg'
"b'Sharad Pawar exudes confidence in winning COVID-19 battle, opines on lockdown importance https://t.co/V2RGqQJZHx'"
b'Yuzvendra #Chahal stumps Mumbai Indians with witty reply on latest MI vs RCB rivalry tweet #IPL2020 #Cricketnews\xe2\x80\xa6 https://t.co/sfCrUsTPmK'
"b'#LIVE | The President, Vice President, Governors of States have voluntarily decided to take a pay cut as a social r\xe2\x80\xa6 https://t.co/YLWRA7sRqq'"
"b""Coronavirus: NHS doctor reveals why you shouldn't wear gloves through TikTok video https://t.co/xDwQx6g9W3"""
b'Man United legend Gary Neville slams Premier League for mishandling coronavirus situation #MUFC #PL #CoronavirusUK https://t.co/FgXozZ6wz7'
"b'#LIVE | Union Cabinet approves Ordinance amending the salary, allowances and pension of Members of Parliament Act,\xe2\x80\xa6 https://t.co/tqa1dYmwZJ'"
"b""#ShaneWarne recalls #SachinTendulkar not given lbw, trolled for misjudging umpire's call #Cricketnews  https://t.co/eXGSXoyqmu"""
b'Sonakshi Sinha reveals what she would like to do after the COVID-19 crisis is over; watch https://t.co/gaAQmJwJQf'
b'Coronavirus outbreak: Japan reports 378 new cases and 3 deaths within 24 hours https://t.co/fbsKPIjiN2'
b'\xe2\x80\x98Know your power\xe2\x80\x99: Video of squirrel and snake fighting leaves netizens amused https://t.co/bCes1nCutr'
"b""Miley Cyrus gives Cody Simpson a 'Buzzin' Buzz Cut amid COVID-19 lockdown https://t.co/o14nMHlyBO"""
